Date,SPY_Volume,SPY_Volume_Change
2022-06-16,134473300,0.06773170653713123
2022-06-17,111113900,-0.19080986499350772
2022-06-21,76811900,-0.36919622526381346
2022-06-22,90059400,0.1591098765589436
2022-06-23,79292100,-0.12733095063760302
2022-06-24,98050300,0.21234211031266526
2022-06-27,66009600,-0.3956804263067184
2022-06-28,86548900,0.27090938613053694
2022-06-29,65676000,-0.2759760101751496
2022-06-30,112508300,0.5382934347510258
2022-07-01,74839700,-0.40767850385452675
2022-07-05,81438000,0.0844935016976045
2022-07-06,70426200,-0.1452766415229938
2022-07-07,64525900,-0.08749865943134694
2022-07-08,72397800,0.11510921860011081
2022-07-11,58366900,-0.2154269638583557
2022-07-12,62219200,0.06391468545347578
2022-07-13,84224600,0.30282340631283233
2022-07-14,89704800,0.06303723924112958
2022-07-15,79060400,-0.12631216203447337
2022-07-18,63203600,-0.22385085574840957
2022-07-19,78506000,0.21681379343266727
2022-07-20,71843800,-0.08868073707054336
2022-07-21,64903900,-0.10158660356349003
2022-07-22,72197300,0.10649493472315896
2022-07-25,53631500,-0.2972660670538474
2022-07-26,52946400,-0.012856500956271333
2022-07-27,82342100,0.44160243895678164
2022-07-28,73966600,-0.10726888006117008
2022-07-29,87003700,0.16233700652275473
2022-08-01,69997500,-0.21749111936001952
2022-08-02,63435400,-0.09843746188597535
2022-08-03,67820600,0.06684391836626347
2022-08-04,45656600,-0.3957178087023685
2022-08-05,56814900,0.21865044036606562
2022-08-08,53886100,-0.0529260555851252
2022-08-09,44931800,-0.18172677508597346
2022-08-10,68665700,0.42410401775371653
2022-08-11,59489700,-0.14344661402972392
2022-08-12,61694500,0.036391597610432314
2022-08-15,54048300,-0.1323166947015295
2022-08-16,59289000,0.09254570009475316
2022-08-17,63563400,0.06961404167416418
2022-08-18,49023200,-0.25974417755345414
2022-08-19,68016900,0.32746254826243515
2022-08-22,77695600,0.13304242400399247
2022-08-23,49105200,-0.45883369220710435
2022-08-24,49177800,0.0014773666494676263
2022-08-25,50942300,0.03525131753434252
2022-08-26,103087000,0.7048796722088824
2022-08-29,65370800,-0.455497616319704
2022-08-30,85652400,0.27022156981387724
2022-08-31,76029700,-0.11917319197161191
2022-09-01,78740100,0.0350285020956278
2022-09-02,99632100,0.23533184630586135
2022-09-06,76637400,-0.2623991935794656
2022-09-07,70964200,-0.07690968371886697
2022-09-08,80821700,0.13006996930168313
2022-09-09,76706900,-0.05225382861299366
2022-09-12,69256300,-0.10217754955480274
2022-09-13,122947100,0.5739400659013754
2022-09-14,85023700,-0.3688241404044419
2022-09-15,87633800,0.030236727116587758
2022-09-16,103084800,0.16238518220190912
2022-09-19,73278500,-0.341284699750112
2022-09-20,77274900,0.053101943213700764
2022-09-21,106746600,0.323088607546655
2022-09-22,89472600,-0.1765253683270238
2022-09-23,122346900,0.3129280192627739
2022-09-26,92581200,-0.27877435513824267
2022-09-27,108294100,0.156764576940013
2022-09-28,110802200,0.022895955489797615
2022-09-29,112952300,0.01921897598743172
2022-09-30,153711200,0.30810991141632016
2022-10-03,89756500,-0.5379750689712139
2022-10-04,103602800,0.1434639083429161
2022-10-05,88065700,-0.1624812296602407
2022-10-06,82333500,-0.06730505457762703
2022-10-07,107789500,0.2694021788842349
2022-10-10,76042800,-0.348883911466384
2022-10-11,92482800,0.195726341615174
2022-10-12,76991800,-0.1833237586059866
2022-10-13,147254500,0.6484634596600323
2022-10-14,123737000,-0.17400403691083
2022-10-17,93168200,-0.2837518836733004
2022-10-18,97162900,0.041982489610219886
2022-10-19,79746900,-0.19753108192639246
2022-10-20,88283100,0.1016908268773733
2022-10-21,131038400,0.3949417137045472
2022-10-24,85436900,-0.4277123182358906
2022-10-25,78846300,-0.08027770401432477
2022-10-26,104087300,0.2777295823319932
2022-10-27,81971800,-0.23885468442255942
2022-10-28,100302000,0.20181034927132302
2022-10-31,96631300,-0.03728292964895985
2022-11-01,85407600,-0.12346761549046548
2022-11-02,126990400,0.39667640324118025
2022-11-03,87100100,-0.3770534610868772
2022-11-04,103505200,0.1725638210258289
2022-11-07,68286900,-0.4159039056871272
2022-11-08,84641100,0.2147020169426952
2022-11-09,78495500,-0.07537866594035592
2022-11-10,141455800,0.588946002490772
2022-11-11,93839900,-0.4103971620942346
2022-11-14,71903500,-0.26626519643832935
2022-11-15,93194500,0.25936376481200796
2022-11-16,68508500,-0.3077308819134892
2022-11-17,74496300,0.08379163456147154
2022-11-18,92922500,0.22101635268201392
2022-11-21,51243200,-0.5951828861161488
2022-11-22,60429000,0.16488619587586584
2022-11-23,68261600,0.12187826082849895
2022-11-25,30545400,-0.8041332815439404
2022-11-28,67881600,0.7985509096469414
2022-11-29,52310000,-0.26057745371337404
2022-11-30,144566700,1.0165534353647914
2022-12-01,76398200,-0.6377818570618068
2022-12-02,85342700,0.11071577972714053
2022-12-05,77289800,-0.0991129219540916
2022-12-06,77972200,0.008790359445395524
2022-12-07,65927900,-0.16779063225023094
2022-12-08,60737900,-0.08199383522615733
2022-12-09,81447700,0.29339321103885396
2022-12-12,75405800,-0.07707690133401002
2022-12-13,123782500,0.49564179809878084
2022-12-14,108111300,-0.13536474120923714
2022-12-15,117705900,0.08502788843059506
2022-12-16,119858000,0.01811856830445535
2022-12-19,79878100,-0.4058059861707868
2022-12-20,74427200,-0.07068025616156959
2022-12-21,78167400,0.0490312144126861
2022-12-22,100120900,0.24752577489878647
2022-12-23,59857300,-0.5144150595744073
2022-12-27,51638200,-0.14770168749100776
2022-12-28,70911500,0.3171709119964241
2022-12-29,66970900,-0.05717442398225003
2022-12-30,84022200,0.22682285295540794
2023-01-03,74850700,-0.11558558678096631
2023-01-04,85934100,0.13808526058254955
2023-01-05,76970500,-0.11015849187932147
2023-01-06,104189600,0.3027900847141467
2023-01-09,73978100,-0.34244321281911283
2023-01-10,65358100,-0.12388772309580887
2023-01-11,68881100,0.052500449432745455
2023-01-12,90157700,0.26917852940753306
2023-01-13,63903900,-0.3441799668171406
